# started on Tue Nov 11 15:15:38 2014

2061346547402,cycles,1.27%
1376456819667,instructions,0.67%
530336184729,cache-references,0.60%
10520322717,cache-misses,0.97%
269129719421,branches,0.65%
591266577,branch-misses,2.29%
1121195747397,L1-dcache-loads,0.39%
1729729767,L1-dcache-load-misses,2.09%
7397799789,LLC-loads,1.67%
323164882,LLC-load-misses,0.59%
