# started on Mon Nov 10 21:33:55 2014

2358371989298,cycles,1.71%
1273069649527,instructions,1.08%
446255838347,cache-references,0.55%
6646203066,cache-misses,2.07%
182767065745,branches,0.92%
504391375,branch-misses,5.24%
1059684982689,L1-dcache-loads,1.04%
1602875473,L1-dcache-load-misses,1.64%
6433407818,LLC-loads,1.64%
171596490,LLC-load-misses,1.11%
