# ========
# captured on: Mon Nov 10 22:35:41 2014
# hostname : euler16
# os release : 2.6.32-358.6.2.el6.x86_64
# perf version : 2.6.32-358.23.2.el6.x86_64.debug
# arch : x86_64
# nrcpus online : 64
# nrcpus avail : 64
# cpudesc : AMD Opteron(TM) Processor 6274 
# cpuid : AuthenticAMD,21,1,2
# total memory : 132151156 kB
# cmdline : /usr/bin/perf record -a -e page-faults -o rs_16.faults -- ./dress 
# event : name = page-faults, type = 1, config = 0x2, config1 = 0x0, config2 = 0x0, excl_usr = 0, excl_kern = 0, excl_host = 0, excl_guest = 1, precise_ip = 0, id = { 16449, 16450, 16451, 16452, 16453, 16454, 16455, 16456, 16457, 16458, 16459, 16460, 16461, 16462, 16463, 16464, 16465, 16466, 16467, 16468, 16469, 16470, 16471, 16472, 16473, 16474, 16475, 16476, 16477, 16478, 16479, 16480, 16481, 16482, 16483, 16484, 16485, 16486, 16487, 16488, 16489, 16490, 16491, 16492, 16493, 16494, 16495, 16496, 16497, 16498, 16499, 16500, 16501, 16502, 16503, 16504, 16505, 16506, 16507, 16508, 16509, 16510, 16511, 16512 }
# HEADER_CPU_TOPOLOGY info available, use -I to display
# HEADER_NUMA_TOPOLOGY info available, use -I to display
# ========
#
# Samples: 11K of event 'page-faults'
# Event count (approx.): 189401
#
# Overhead,Command,Shared Object,Symbol
45.91,     dress,libc-2.12.so               ,[.] _int_malloc                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
0.02,     dress,libChronoEngine.so         ,[.] __static_initialization_and_destruction_0(int, int)                                                                                                                                                                                                                                                                                                                                                                                                                            
0.02,     dress,ld-2.12.so                 ,[.] _dl_map_object_from_fd                                                                                                                                                                                                                                                                                                                                                                                                                                                         
0.02,     dress,libgcc_s.so.1              ,[.] __do_global_ctors_aux                                                                                                                                                                                                                                                                                                                                                                                                                                                          
0.02,     dress,libc-2.12.so               ,[.] handle_amd                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
0.02,     dress,libChronoEngine.so         ,[.] _GLOBAL__sub_I_ChFunction_Integrate.cpp                                                                                                                                                                                                                                                                                                                                                                                                                                        
0.02,     dress,libChronoEngine.so         ,[.] _ZNKSs5c_strEv@plt                                                                                                                                                                                                                                                                                                                                                                                                                                                             
0.02,     dress,libChronoEngine.so         ,[.] chrono::ChVector<double> chrono::Vcross<double, double>(chrono::ChVector<double> const&, chrono::ChVector<double> const&)                                                                                                                                                                                                                                                                                                                                                      
0.01,     dress,libc-2.12.so               ,[.] __clone                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
0.01,     dress,libChronoEngine.so         ,[.] _ZN6chrono15ChFile_ps_colorC1Eddd@plt                                                                                                                                                                                                                                                                                                                                                                                                                                          
0.01,     dress,libChronoEngine_Parallel.so,[.] _ZN6chrono22ChConstraintRigidRigid8host_RHSEP4int2PffP5bool2P5real3S7_S7_S7_S7_P5real4S3_._omp_fn.14                                                                                                                                                                                                                                                                                                                                                                           
0.01,     dress,libstdc++.so.6.0.20        ,[.] std::numpunct<char>::_M_initialize_numpunct(__locale_struct*)                                                                                                                                                                                                                                                                                                                                                                                                                  
0.01,     dress,libChronoEngine.so         ,[.] _ZN22btGenericPoolAllocatorC2Emm@plt                                                                                                                                                                                                                                                                                                                                                                                                                                           
0.01,     dress,libChronoEngine.so         ,[.] chrono::ChQuaternion<double>::operator*=(double)                                                                                                                                                                                                                                                                                                                                                                                                                               
0.01,     dress,ld-2.12.so                 ,[.] _dl_sysdep_start                                                                                                                                                                                                                                                                                                                                                                                                                                                               
0.01,     dress,libChronoEngine_Parallel.so,[.] SEAXMY(float const&, thrust::host_vector<float, std::allocator<float> > const&, thrust::host_vector<float, std::allocator<float> > const&, thrust::host_vector<float, std::allocator<float> >&)                                                                                                                                                                                                                                                                                
0.01,     dress,libChronoEngine_Parallel.so,[.] void thrust::system::detail::internal::scalar::detail::radix_sort<8u, false, thrust::detail::normal_iterator<long long*>, thrust::detail::normal_iterator<thrust::pointer<long long, thrust::system::cpp::detail::tag, thrust::use_default, thrust::use_default> >, int*, int*>(thrust::detail::normal_iterator<long long*>, thrust::detail::normal_iterator<thrust::pointer<long long, thrust::system::cpp::detail::tag, thrust::use_default, thrust::use_default> >, int*, in
0.01,     dress,libc-2.12.so               ,[.] new_heap                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
0.01,     dress,libChronoEngine_Parallel.so,[.] _ZN6chrono19ChSystemParallelDVI12UpdateBodiesEv._omp_fn.11                                                                                                                                                                                                                                                                                                                                                                                                                     
0.01,     dress,libChronoEngine_Parallel.so,[.] TransformLocalToParent(real3 const&, real4 const&, real3 const&)                                                                                                                                                                                                                                                                                                                                                                                                               
0.01,     dress,libChronoEngine_Parallel.so,[.] chrono::Orthogonalize(real3&, real3&, real3&)                                                                                                                                                                                                                                                                                                                                                                                                                                  
0.01,     dress,libChronoEngine_Parallel.so,[.] _ZN6chrono22ChConstraintRigidRigid17host_shurB_normalERKfP4int2P5bool2P5real3P5real4PfS8_S8_S8_S8_SB_._omp_fn.22                                                                                                                                                                                                                                                                                                                                                               
0.01,     dress,libChronoEngine_Parallel.so,[.] _ZN6chrono16ChSolverParallel5SetupEPNS_21ChParallelDataManagerE._omp_fn.11                                                                                                                                                                                                                                                                                                                                                                                                     
0.01,     dress,libChronoEngine_Parallel.so,[.] _ZN6chrono14ChSolverAPGDRS11SolveAPGDRSEjjRN6thrust11host_vectorIfSaIfEEES5_._omp_fn.17                                                                                                                                                                                                                                                                                                                                                                                        
0.01,     dress,libChronoEngine.so         ,[.] bool chrono::Vnotnull<double>(chrono::ChVector<double>*)                                                                                                                                                                                                                                                                                                                                                                                                                       
0.01,     dress,[kernel.kallsyms]          ,[k] 0xffffffff8128384f                                                                                                                                                                                                                                                                                                                                                                                                                                                             
0.01,     dress,libgomp.so.1.0.0           ,[.] GOMP_loop_guided_start                                                                                                                                                                                                                                                                                                                                                                                                                                                         
0.01,     dress,libChronoEngine.so         ,[.] chrono::ChVector<double>::operator-(chrono::ChVector<double> const&) const                                                                                                                                                                                                                                                                                                                                                                                                     
0.00,     dress,libc-2.12.so               ,[.] __get_nprocs                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
0.00,     dress,libChronoEngine_Parallel.so,[.] real4::operator float __vector() const                                                                                                                                                                                                                                                                                                                                                                                                                                         
0.00,     dress,ld-2.12.so                 ,[.] _dl_start                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
0.00,     crond,[kernel.kallsyms]          ,[k] 0xffffffff81119354                                                                                                                                                                                                                                                                                                                                                                                                                                                             
0.00,     gmond,[kernel.kallsyms]          ,[k] 0xffffffff8128212d                                                                                                                                                                                                                                                                                                                                                                                                                                                             
0.00,     dress,libChronoEngine_Parallel.so,[.] mult(real4 const&, real4 const&)                                                                                                                                                                                                                                                                                                                                                                                                                                               
0.00,     dress,libChronoEngine.so         ,[.] chrono::ChBody::ComputeGyro()                                                                                                                                                                                                                                                                                                                                                                                                                                                  
0.00,     dress,libc-2.12.so               ,[.] _L_lock_5189                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
0.00,     dress,libc-2.12.so               ,[.] __strchr_sse2                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
0.00,     dress,ld-2.12.so                 ,[.] _dl_new_object                                                                                                                                                                                                                                                                                                                                                                                                                                                                 


#
# (For a higher level overview, try: perf report --sort comm,dso)
#
