# started on Tue Nov 25 09:23:26 2014

801531023851,LLC-loads

6552128270,LLC-misses

27177623108,LLC-stores

<not supported>,LLC-misses

855334,page-faults
24901407268637,L1-dcache-loads
613630508395,L1-dcache-load-misses
802264797511,LLC-loads
6464011814,LLC-load-misses
